age,education,housing,contact,month,duration,campaign,pdays,previous,poutcome
36,2,0,0,3,99,3,-1,0,3
45,2,1,0,9,260,1,-1,0,3
29,1,0,0,3,93,1,-1,0,3
49,2,1,2,8,169,3,-1,0,3
52,1,1,2,8,150,1,-1,0,3
52,1,0,0,1,90,2,-1,0,3
47,1,0,0,4,127,2,233,8,1
33,1,1,2,8,109,1,-1,0,3
30,1,1,1,9,127,4,111,6,0
52,1,1,0,9,559,1,169,2,0
54,2,1,0,1,306,2,-1,0,3
59,1,1,2,8,63,3,-1,0,3
35,2,1,0,8,36,1,365,3,0
29,1,1,2,8,265,2,-1,0,3
33,1,0,0,1,235,1,-1,0,3
32,0,1,2,8,120,1,-1,0,3
50,0,0,2,6,199,4,-1,0,3
54,1,0,2,6,96,1,-1,0,3
49,1,1,2,6,122,1,-1,0,3
39,1,1,2,6,64,1,-1,0,3
34,2,0,0,5,439,2,-1,0,3
31,1,0,0,9,177,1,-1,0,3
46,2,1,0,1,249,5,-1,0,3
59,1,0,0,9,972,2,-1,0,3
32,2,1,0,0,63,4,-1,0,3
39,1,1,0,1,143,2,371,6,0
54,0,1,0,0,345,1,-1,0,3
33,1,0,0,5,559,4,-1,0,3
59,1,1,2,6,253,2,-1,0,3
28,1,0,0,5,580,7,-1,0,3
48,1,1,2,8,144,1,-1,0,3
39,2,1,0,5,301,1,-1,0,3
41,1,0,0,5,53,8,-1,0,3
33,1,1,2,8,189,1,-1,0,3
37,0,0,0,9,101,3,80,3,2
30,2,1,0,0,62,1,323,1,0
36,2,0,1,3,26,2,197,1,0
53,0,0,1,3,16,5,-1,0,3
26,1,1,0,5,157,2,-1,0,3
59,0,0,0,4,225,1,-1,0,3
44,1,1,2,8,712,1,-1,0,3
55,1,0,0,4,70,1,-1,0,3
26,1,1,2,8,103,5,-1,0,3
41,0,1,0,0,268,1,330,1,0
28,2,1,2,6,298,2,-1,0,3
40,2,1,0,5,134,24,-1,0,3
47,1,0,0,3,124,2,-1,0,3
39,0,1,0,8,340,2,312,4,0
38,1,1,2,6,254,1,-1,0,3
37,1,1,0,4,404,2,251,6,0
36,1,1,0,5,747,1,-1,0,3
53,1,0,0,9,140,1,-1,0,3
47,1,0,1,4,54,3,160,13,0
28,2,0,0,4,651,2,-1,0,3
32,3,1,2,8,57,1,-1,0,3
25,2,1,2,6,193,2,-1,0,3
39,2,1,0,11,157,3,486,1,1
60,1,0,0,5,61,5,-1,0,3
39,1,0,2,6,97,1,-1,0,3
31,1,1,2,8,235,5,-1,0,3
45,1,0,0,9,135,2,-1,0,3
36,1,0,0,1,109,14,-1,0,3
44,1,1,0,5,94,5,-1,0,3
33,1,0,0,3,251,1,-1,0,3
31,2,0,0,1,76,2,-1,0,3
38,1,1,0,0,363,2,327,1,0
50,1,0,0,5,106,3,-1,0,3
40,3,1,0,0,281,1,-1,0,3
33,1,0,0,1,78,2,-1,0,3
42,1,1,0,5,56,4,-1,0,3
42,2,0,0,1,127,2,-1,0,3
33,1,0,2,8,74,4,-1,0,3
40,3,0,0,5,161,1,-1,0,3
52,1,0,2,6,109,3,-1,0,3
49,1,0,2,6,189,2,-1,0,3
30,2,1,0,1,648,2,-1,0,3
26,1,1,0,5,63,5,-1,0,3
40,1,0,2,8,160,3,-1,0,3
30,1,1,2,8,514,1,-1,0,3
55,2,0,2,8,278,1,-1,0,3
48,1,0,0,2,520,3,133,3,0
28,2,1,0,0,217,2,-1,0,3
54,1,1,0,5,117,1,-1,0,3
36,1,0,2,6,344,2,-1,0,3
34,1,1,0,0,365,1,324,1,0
39,2,0,0,1,181,2,-1,0,3
66,1,0,0,0,441,2,-1,0,3
42,1,1,0,0,226,2,-1,0,3
55,0,0,0,9,54,1,-1,0,3
85,3,0,1,4,140,1,-1,0,3
63,1,0,0,3,45,2,93,1,2
37,1,1,0,8,165,1,-1,0,3
24,1,1,2,6,114,4,-1,0,3
34,1,0,0,1,274,2,-1,0,3
28,2,0,0,5,107,2,-1,0,3
58,2,1,0,4,181,1,-1,0,3
49,0,1,2,8,205,3,-1,0,3
31,1,0,0,5,103,1,-1,0,3
56,1,1,2,8,152,2,-1,0,3
43,1,0,0,5,307,2,-1,0,3
32,1,1,2,8,109,2,-1,0,3
55,3,0,0,1,127,2,-1,0,3
55,0,0,2,6,131,1,-1,0,3
31,0,1,2,8,334,10,-1,0,3
49,1,1,2,8,285,1,-1,0,3
41,1,0,0,9,77,1,-1,0,3
56,0,1,0,8,132,2,-1,0,3
50,0,1,0,8,173,2,350,7,0
37,1,1,2,8,90,1,-1,0,3
35,0,1,0,8,97,2,-1,0,3
52,1,0,0,9,208,1,-1,0,3
33,2,1,0,1,461,2,-1,0,3
42,2,1,0,9,306,1,-1,0,3
33,1,0,2,6,719,13,-1,0,3
35,1,1,0,8,376,3,-1,0,3
28,2,0,0,10,140,2,-1,0,3
41,1,1,0,8,894,2,347,2,0
44,1,0,2,5,269,2,-1,0,3
26,1,0,0,3,141,1,5,1,0
40,2,1,2,8,243,3,-1,0,3
37,2,1,0,5,163,6,-1,0,3
33,1,1,0,4,339,2,-1,0,3
36,1,0,0,5,118,5,-1,0,3
28,1,1,2,8,355,1,-1,0,3
37,0,1,0,0,191,4,323,9,0
32,1,0,0,1,173,2,-1,0,3
49,1,1,0,0,264,2,86,3,0
36,1,1,1,9,29,4,-1,0,3
39,0,0,0,1,103,4,-1,0,3
34,3,1,2,8,34,2,-1,0,3
32,2,0,0,4,348,1,-1,0,3
26,1,1,2,8,116,1,-1,0,3
46,1,1,0,8,269,3,353,2,0
78,1,0,1,1,95,1,-1,0,3
47,1,1,1,5,337,1,-1,0,3
80,1,0,0,1,71,1,-1,0,3
25,2,1,0,8,37,1,-1,0,3
50,2,1,2,8,57,1,-1,0,3
36,2,1,0,0,114,1,-1,0,3
42,0,1,0,8,224,1,370,2,0
54,2,1,0,5,140,2,-1,0,3
43,0,0,2,6,36,2,-1,0,3
29,1,0,0,5,45,1,-1,0,3
36,2,1,0,5,250,3,-1,0,3
59,3,0,2,6,100,4,-1,0,3
47,1,1,0,9,48,1,188,1,0
36,1,1,0,5,367,1,-1,0,3
56,1,0,0,0,203,1,-1,0,3
55,1,1,2,6,99,2,-1,0,3
38,1,1,2,8,565,1,-1,0,3
39,1,1,0,8,275,2,307,1,1
35,2,0,0,3,39,1,-1,0,3
54,0,0,1,5,73,2,-1,0,3
32,2,0,0,6,273,1,-1,0,3
30,1,1,0,1,65,5,-1,0,3
51,1,1,0,8,311,3,-1,0,3
39,0,0,2,6,308,7,-1,0,3
46,1,0,2,6,170,2,-1,0,3
33,2,1,0,8,31,1,363,2,0
34,2,1,0,9,138,1,-1,0,3
33,2,0,0,1,106,2,-1,0,3
55,0,1,2,6,193,2,-1,0,3
49,1,1,1,5,162,3,-1,0,3
37,2,0,0,5,300,2,-1,0,3
29,2,1,0,8,278,1,-1,0,3
28,1,1,0,5,174,2,-1,0,3
21,1,0,0,3,120,1,-1,0,3
44,1,0,0,5,220,5,-1,0,3
30,2,1,2,8,99,1,-1,0,3
46,2,0,0,4,56,1,-1,0,3
33,1,1,0,9,7,5,-1,0,3
40,1,1,0,0,319,1,-1,0,3
42,2,1,2,8,882,1,-1,0,3
44,2,1,2,8,40,2,-1,0,3
32,1,0,0,5,228,2,-1,0,3
34,1,1,0,5,123,3,-1,0,3
55,1,0,0,5,69,12,-1,0,3
35,1,1,1,5,102,14,-1,0,3
47,1,0,0,1,137,2,-1,0,3
29,2,0,0,3,270,1,-1,0,3
47,1,0,0,1,119,6,-1,0,3
39,0,1,2,6,189,2,-1,0,3
40,0,1,0,8,80,3,350,2,0
42,1,1,1,9,106,1,-1,0,3
31,2,0,0,1,147,2,-1,0,3
31,2,1,0,5,238,3,-1,0,3
82,0,0,0,4,86,3,93,1,0
44,2,0,2,6,373,1,-1,0,3
32,1,1,0,0,12,6,-1,0,3
40,1,1,0,8,16,8,351,5,0
26,1,1,2,6,98,1,-1,0,3
30,1,1,0,8,390,1,-1,0,3
45,1,1,0,9,197,2,99,2,1
32,2,0,0,3,87,2,-1,0,3
56,1,1,2,8,146,1,-1,0,3
58,1,1,2,8,516,4,-1,0,3
28,3,1,2,8,224,3,-1,0,3
43,2,0,0,1,63,8,-1,0,3
34,2,0,0,9,371,1,-1,0,3
40,1,1,0,9,43,1,185,2,0
31,2,1,0,9,608,3,-1,0,3
28,2,1,0,3,126,2,-1,0,3
45,1,0,2,6,63,1,-1,0,3
33,1,1,1,5,305,3,-1,0,3
42,0,1,2,8,272,3,-1,0,3
32,0,1,0,0,171,2,-1,0,3
41,1,0,0,1,55,4,-1,0,3
32,1,0,0,5,209,1,-1,0,3
37,1,0,0,3,248,2,-1,0,3
57,1,1,2,8,47,1,-1,0,3
56,2,0,0,9,844,2,-1,0,3
37,1,0,0,1,75,1,-1,0,3
34,1,1,0,5,256,9,-1,0,3
46,2,1,2,6,78,1,-1,0,3
40,0,1,0,8,350,2,344,1,0
32,2,0,0,1,72,4,-1,0,3
28,1,1,0,6,29,1,-1,0,3
46,1,0,0,5,142,10,-1,0,3
44,2,0,2,6,89,2,-1,0,3
55,0,1,2,8,87,1,-1,0,3
75,1,0,1,9,137,1,-1,0,3
41,2,1,2,8,124,1,-1,0,3
30,0,0,2,6,11,1,-1,0,3
33,1,1,0,1,219,4,-1,0,3
43,1,1,2,8,88,5,-1,0,3
49,1,1,0,4,385,1,-1,0,3
32,1,1,0,0,293,3,322,2,0
26,1,1,2,8,48,3,-1,0,3
55,1,0,2,8,316,3,-1,0,3
46,2,1,0,4,190,3,-1,0,3
31,2,1,0,9,75,2,119,2,2
34,2,0,0,1,94,6,-1,0,3
37,0,1,1,3,51,1,-1,0,3
29,2,1,2,8,338,3,-1,0,3
24,2,1,2,8,230,1,-1,0,3
46,1,0,1,5,181,12,-1,0,3
41,2,1,2,8,127,3,-1,0,3
52,3,1,0,5,83,7,-1,0,3
27,2,1,0,5,187,1,-1,0,3
44,2,1,0,8,274,1,-1,0,3
39,1,0,0,8,86,1,93,4,2
52,0,0,2,6,553,1,-1,0,3
77,0,0,0,11,511,1,-1,0,3
35,1,1,2,8,85,1,-1,0,3
49,2,0,0,1,174,2,-1,0,3
37,1,0,2,6,165,1,-1,0,3
46,2,1,2,8,197,1,-1,0,3
43,2,0,0,5,285,1,-1,0,3
35,0,1,0,8,77,1,350,1,0
29,2,0,0,7,107,1,-1,0,3
52,0,0,0,1,137,1,-1,0,3
55,1,1,0,9,135,1,-1,0,3
33,2,1,0,9,465,2,95,12,1
40,1,0,2,8,245,1,-1,0,3
39,1,1,2,6,34,6,-1,0,3
61,0,1,2,8,82,2,-1,0,3
63,1,0,0,0,61,6,-1,0,3
44,2,1,0,8,257,1,-1,0,3
52,1,1,2,8,543,12,-1,0,3
58,2,0,0,6,161,2,-1,0,3
38,1,1,0,5,50,11,-1,0,3
51,0,1,0,3,69,1,-1,0,3
29,2,0,0,5,324,1,-1,0,3
42,2,0,0,1,80,2,-1,0,3
56,0,0,0,1,270,1,-1,0,3
55,1,1,2,8,178,2,-1,0,3
43,0,1,2,8,135,1,-1,0,3
27,1,1,2,11,23,1,778,41,1
54,1,0,0,1,252,2,-1,0,3
25,1,1,0,5,342,2,-1,0,3
33,0,1,2,8,851,4,-1,0,3
46,1,1,1,8,157,3,-1,0,3
26,1,0,0,3,44,2,-1,0,3
30,2,0,0,6,198,1,-1,0,3
39,1,1,2,8,203,1,-1,0,3
58,3,1,0,9,219,1,186,2,0
49,1,1,0,8,349,2,-1,0,3
49,1,1,2,8,1101,1,-1,0,3
43,1,0,1,5,290,7,-1,0,3
60,2,1,0,3,343,1,210,3,2
57,1,0,0,5,177,3,-1,0,3
38,1,0,0,1,93,2,-1,0,3
56,1,1,0,0,152,1,223,3,1
45,1,0,2,9,1735,2,-1,0,3
45,2,1,0,5,623,1,-1,0,3
44,3,1,2,8,401,1,-1,0,3
40,0,1,2,8,167,2,-1,0,3
38,2,0,0,11,222,1,-1,0,3
55,1,0,0,1,247,1,102,3,2
40,1,1,0,9,365,1,100,2,0
35,0,1,1,8,29,1,-1,0,3
32,1,1,0,9,418,3,-1,0,3
31,0,1,2,8,1438,2,-1,0,3
49,1,0,0,9,221,2,-1,0,3
55,1,0,0,4,107,1,-1,0,3
51,1,1,0,8,17,8,-1,0,3
30,1,1,2,8,350,4,-1,0,3
37,1,1,0,0,376,1,295,1,0
36,2,1,2,6,47,3,-1,0,3
51,2,1,0,5,534,4,-1,0,3
29,1,1,0,6,105,1,-1,0,3
32,3,0,0,3,119,8,-1,0,3
36,1,1,0,0,15,1,316,1,0
32,1,1,2,8,325,1,-1,0,3
56,0,1,0,5,65,7,-1,0,3
46,1,0,0,1,74,4,-1,0,3
39,1,1,0,1,133,2,-1,0,3
57,0,0,0,1,371,4,-1,0,3
53,2,0,0,9,117,2,-1,0,3
33,1,1,0,5,323,1,-1,0,3
43,0,0,0,3,124,1,-1,0,3
40,2,0,2,6,111,3,-1,0,3
44,1,0,2,6,76,3,-1,0,3
59,0,1,0,4,126,5,259,7,0
59,1,0,0,1,88,8,-1,0,3
28,1,1,2,8,229,2,-1,0,3
26,2,1,0,5,106,1,-1,0,3
59,2,0,0,1,124,1,-1,0,3
78,0,0,1,9,143,3,90,1,1
33,0,1,0,8,227,2,-1,0,3
38,1,1,2,6,91,1,-1,0,3
35,1,1,0,9,484,4,-1,0,3
30,2,1,0,8,119,3,-1,0,3
31,1,0,0,5,151,1,-1,0,3
35,1,0,0,1,205,8,-1,0,3
45,2,0,0,1,133,7,-1,0,3
40,1,1,2,8,598,3,-1,0,3
50,1,0,2,6,271,2,-1,0,3
29,1,1,0,8,127,1,-1,0,3
41,2,1,0,9,137,1,-1,0,3
44,2,0,0,5,158,2,-1,0,3
29,1,0,0,8,333,1,-1,0,3
49,1,1,0,5,67,3,-1,0,3
30,1,0,0,10,301,1,216,2,0
37,3,1,2,6,548,2,-1,0,3
52,1,0,0,9,147,1,-1,0,3
30,2,0,0,1,111,4,-1,0,3
40,1,1,0,2,94,5,202,17,0
33,1,1,0,0,124,1,308,2,1
34,1,1,2,8,301,1,-1,0,3
33,1,1,2,8,132,1,-1,0,3
35,1,0,0,9,556,3,-1,0,3
54,2,0,0,3,47,1,265,6,1
32,1,1,0,8,391,1,-1,0,3
32,2,1,0,5,357,3,-1,0,3
44,1,0,0,4,138,2,183,11,0
53,1,0,1,3,13,5,-1,0,3
53,1,0,0,1,59,2,-1,0,3
40,2,0,0,8,333,1,58,3,0
29,1,0,0,0,249,1,-1,0,3
36,0,1,0,5,565,4,-1,0,3
40,1,1,2,8,109,1,-1,0,3
58,0,1,2,6,243,3,-1,0,3
34,2,1,0,5,129,1,-1,0,3
60,1,1,1,5,196,1,-1,0,3
23,3,0,0,8,162,7,-1,0,3
59,3,0,0,1,790,1,-1,0,3
42,2,0,0,5,61,2,-1,0,3
50,2,0,0,1,232,3,130,3,1
31,1,1,0,8,12,2,-1,0,3
31,2,0,0,1,69,2,-1,0,3
28,1,1,0,5,121,1,-1,0,3
56,0,1,0,0,353,2,227,4,0
23,1,0,0,6,471,2,-1,0,3
30,1,1,2,6,142,2,-1,0,3
54,1,0,1,1,159,2,106,6,2
35,1,1,2,8,211,4,-1,0,3
29,1,1,2,8,328,1,-1,0,3
48,0,0,0,9,62,1,-1,0,3
43,2,1,0,0,119,1,-1,0,3
40,2,0,0,1,58,7,-1,0,3
38,1,1,2,8,144,2,-1,0,3
30,1,0,2,6,7,2,-1,0,3
60,1,0,2,6,583,3,-1,0,3
31,1,1,0,0,230,1,-1,0,3
28,2,1,0,8,176,1,-1,0,3
31,1,0,0,8,222,1,70,2,2
48,0,0,0,8,75,2,-1,0,3
36,0,0,2,6,9,3,-1,0,3
41,2,0,0,3,159,2,-1,0,3
35,2,0,2,11,4,1,771,2,2
51,2,1,0,5,301,6,-1,0,3
35,1,1,0,0,14,1,-1,0,3
51,3,1,2,8,33,2,-1,0,3
56,1,0,0,1,210,3,-1,0,3
59,1,0,0,5,127,3,-1,0,3
27,1,1,0,8,97,1,370,1,0
48,1,1,0,1,107,3,-1,0,3
24,1,1,2,8,76,3,-1,0,3
56,1,1,0,5,98,2,-1,0,3
34,2,0,0,1,265,2,-1,0,3
35,1,0,0,1,114,2,-1,0,3
57,2,0,2,8,157,5,-1,0,3
30,1,1,0,5,768,2,-1,0,3
40,1,1,2,8,154,2,-1,0,3
48,0,0,0,1,134,4,-1,0,3
35,2,1,2,8,61,1,-1,0,3
46,1,1,2,8,380,4,-1,0,3
30,0,1,0,8,239,2,-1,0,3
37,1,1,2,8,242,3,-1,0,3
30,2,1,0,9,756,1,-1,0,3
46,2,1,2,8,236,1,-1,0,3
43,0,1,2,8,221,2,-1,0,3
40,1,1,0,8,135,6,370,5,0
34,1,1,0,0,272,1,323,1,0
43,1,1,2,8,668,2,-1,0,3
31,1,1,0,4,224,2,-1,0,3
37,1,1,2,8,944,3,-1,0,3
49,2,0,0,9,920,2,-1,0,3
38,1,1,0,8,354,1,-1,0,3
27,1,1,0,3,466,3,-1,0,3
35,2,1,0,3,114,3,-1,0,3
47,1,0,0,9,144,1,-1,0,3
56,0,1,2,8,118,1,-1,0,3
26,1,1,2,6,90,2,-1,0,3
29,1,1,2,6,215,1,-1,0,3
53,1,0,2,6,146,4,-1,0,3
38,0,1,2,8,379,1,-1,0,3
33,2,0,0,5,545,3,-1,0,3
30,1,1,2,8,149,2,-1,0,3
36,1,1,2,5,52,4,-1,0,3
37,1,0,2,11,9,1,-1,0,3
60,1,0,2,6,124,1,-1,0,3
48,2,1,2,8,350,2,-1,0,3
32,2,0,0,1,162,2,-1,0,3
31,2,0,2,8,206,1,-1,0,3
54,2,0,0,9,307,3,-1,0,3
31,2,0,0,4,184,1,-1,0,3
31,1,1,0,5,25,22,-1,0,3
29,1,1,0,8,19,2,-1,0,3
23,0,0,2,8,165,2,-1,0,3
51,2,0,0,3,470,2,9,2,1
32,1,0,0,4,410,2,196,2,1
48,0,0,0,7,77,6,-1,0,3
32,0,1,1,3,35,3,-1,0,3
44,1,0,2,6,232,2,-1,0,3
35,2,1,0,5,86,4,-1,0,3
46,1,0,2,8,51,3,-1,0,3
31,1,0,2,8,249,3,-1,0,3
31,1,1,2,8,214,4,-1,0,3
36,0,1,2,8,118,2,-1,0,3
35,2,1,2,6,312,2,-1,0,3
35,1,1,2,6,114,5,-1,0,3
36,2,0,0,10,174,2,-1,0,3
52,2,1,0,9,62,2,195,1,0
27,1,1,0,8,294,1,-1,0,3
47,1,1,0,8,51,1,366,1,1
43,1,0,1,3,125,1,-1,0,3
41,0,0,2,6,272,1,-1,0,3
18,1,0,0,1,143,2,-1,0,3
45,1,0,1,5,1148,2,-1,0,3
41,1,0,0,4,411,2,156,8,1
34,2,1,0,6,218,1,-1,0,3
46,1,1,0,5,151,3,-1,0,3
38,1,1,2,8,126,2,-1,0,3
23,1,1,2,6,349,2,-1,0,3
73,0,0,1,0,107,5,-1,0,3
41,3,1,0,5,151,1,-1,0,3
43,2,0,0,1,155,2,-1,0,3
51,2,0,0,5,212,2,-1,0,3
45,3,0,0,5,63,2,-1,0,3
47,0,0,2,6,127,1,-1,0,3
35,2,1,0,0,119,2,-1,0,3
38,1,0,0,4,102,1,-1,0,3
31,2,0,0,4,266,1,-1,0,3
49,2,1,0,9,105,1,-1,0,3
29,1,0,2,8,197,3,-1,0,3
39,1,1,2,6,102,2,-1,0,3
41,2,1,2,6,102,3,-1,0,3
34,1,0,0,6,329,1,94,3,2
39,2,1,0,8,561,4,369,3,0
78,3,0,1,0,129,2,-1,0,3
33,2,0,0,8,134,1,103,1,2
59,0,1,2,8,584,2,-1,0,3
52,2,0,0,5,517,4,-1,0,3
35,2,1,0,9,171,2,-1,0,3
43,1,1,2,8,163,2,-1,0,3
43,1,0,2,6,75,2,-1,0,3
36,1,1,0,5,101,2,-1,0,3
36,2,1,2,8,432,1,-1,0,3
45,1,0,0,3,437,1,-1,0,3
47,0,1,2,8,114,1,-1,0,3
38,1,0,0,5,126,3,-1,0,3
45,2,1,0,5,118,4,-1,0,3
33,2,0,0,1,295,2,-1,0,3
38,2,0,0,4,220,3,-1,0,3
36,2,0,0,1,52,3,-1,0,3
38,1,1,2,8,21,1,-1,0,3
34,2,0,1,1,90,3,70,3,0
32,1,1,0,8,908,3,344,7,1
49,1,1,0,9,114,1,-1,0,3
37,2,0,0,9,158,3,114,1,0
47,2,0,0,1,200,4,-1,0,3
28,2,1,2,8,130,3,-1,0,3
29,1,1,2,8,489,1,-1,0,3
30,1,0,0,5,187,2,-1,0,3
34,0,1,2,8,43,2,-1,0,3
39,3,1,2,8,130,1,-1,0,3
26,1,1,2,8,141,1,-1,0,3
38,1,1,0,1,73,7,-1,0,3
47,1,1,0,8,183,1,-1,0,3
61,1,0,0,1,180,1,-1,0,3
35,1,0,0,5,125,2,-1,0,3
34,1,1,0,3,30,4,-1,0,3
34,1,1,0,9,252,2,-1,0,3
56,1,1,0,8,43,8,177,5,0
47,1,1,2,8,323,1,-1,0,3
36,1,0,0,4,339,3,-1,0,3
43,1,0,0,1,196,1,-1,0,3
51,0,1,2,8,415,8,-1,0,3
40,1,1,2,8,274,2,-1,0,3
38,2,0,2,6,325,3,-1,0,3
34,2,1,0,5,654,1,-1,0,3
47,2,0,1,9,28,1,-1,0,3
57,1,0,0,1,121,1,-1,0,3
35,1,0,0,9,89,1,92,2,1
45,2,1,1,8,107,3,-1,0,3
55,1,0,0,5,305,2,-1,0,3
54,1,0,0,9,106,1,-1,0,3
39,0,1,2,8,208,2,-1,0,3
58,0,0,2,6,162,1,-1,0,3
31,1,1,0,8,414,5,361,3,1
35,0,1,2,8,593,2,-1,0,3
45,1,1,2,6,46,4,-1,0,3
44,1,1,0,0,681,3,-1,0,3
57,0,0,2,6,11,11,-1,0,3
41,1,0,0,5,55,2,-1,0,3
42,1,1,2,8,333,2,-1,0,3
49,3,0,0,4,91,3,-1,0,3
52,1,0,0,1,96,4,-1,0,3
57,1,1,1,8,23,2,-1,0,3
29,2,1,0,8,164,2,-1,0,3
34,0,1,2,8,351,1,-1,0,3
36,2,1,0,0,267,1,259,2,0
39,2,0,0,11,303,2,-1,0,3
53,0,0,2,6,112,1,-1,0,3
40,1,1,0,5,161,1,-1,0,3
38,1,1,2,8,166,2,-1,0,3
34,1,1,2,8,237,1,-1,0,3
40,1,1,0,3,226,2,-1,0,3
39,1,1,0,9,185,2,-1,0,3
51,2,1,0,9,126,2,171,7,0
33,1,0,0,0,524,2,-1,0,3
59,2,1,2,8,273,1,-1,0,3
30,1,0,0,1,194,2,-1,0,3
61,0,0,0,9,1092,1,-1,0,3
24,1,1,0,8,209,1,321,1,0
36,2,0,0,1,67,5,-1,0,3
34,2,1,0,5,87,3,-1,0,3
47,0,1,0,4,99,2,251,7,1
40,1,0,1,5,22,2,-1,0,3
46,1,0,0,1,94,2,-1,0,3
32,2,1,0,1,76,7,-1,0,3
39,2,0,0,1,148,4,-1,0,3
35,2,1,0,1,73,4,-1,0,3
37,0,0,0,3,155,6,245,5,1
45,3,1,0,10,75,2,42,1,0
38,0,1,0,8,360,1,-1,0,3
52,1,0,2,6,613,1,-1,0,3
28,0,1,0,8,68,2,363,2,0
35,2,1,0,8,166,2,272,6,0
45,1,0,2,6,146,2,-1,0,3
33,2,0,0,3,678,4,209,1,0
42,1,1,0,5,50,2,-1,0,3
23,1,0,0,1,158,2,-1,0,3
49,1,1,2,8,95,3,-1,0,3
52,2,0,2,8,175,1,-1,0,3
27,1,0,0,5,255,1,-1,0,3
34,1,1,0,5,240,2,-1,0,3
31,1,1,2,8,101,13,-1,0,3
45,1,1,0,9,108,5,-1,0,3
32,1,0,2,8,206,3,-1,0,3
51,0,1,0,0,666,3,274,3,0
56,2,0,0,0,193,1,-1,0,3
44,1,1,0,11,232,1,213,1,0
41,1,1,2,8,130,1,-1,0,3
54,2,0,1,5,7,4,-1,0,3
31,1,1,2,6,342,2,-1,0,3
25,1,1,2,8,176,2,-1,0,3
50,1,0,0,5,903,4,-1,0,3
41,2,1,2,8,57,2,-1,0,3
33,2,1,2,8,897,5,-1,0,3
49,0,1,2,6,350,1,-1,0,3
34,2,0,0,1,342,3,-1,0,3
60,0,0,0,5,121,3,-1,0,3
45,1,1,0,3,150,2,189,2,0
40,1,0,2,6,61,1,-1,0,3
50,1,1,2,6,174,1,-1,0,3
27,1,1,0,3,138,2,-1,0,3
53,1,0,0,1,205,4,-1,0,3
31,1,1,0,8,111,2,-1,0,3
24,1,1,0,8,14,3,355,4,1
68,2,0,0,7,158,1,92,3,2
27,1,1,0,8,297,2,-1,0,3
46,2,0,0,1,218,5,-1,0,3
23,1,1,2,6,197,10,-1,0,3
76,3,0,0,4,231,1,-1,0,3
48,1,1,0,9,55,1,-1,0,3
60,2,0,0,1,636,2,-1,0,3
46,1,0,0,5,115,1,-1,0,3
36,1,1,2,6,136,3,-1,0,3
30,1,1,0,9,266,1,167,2,0
33,2,1,0,3,505,2,260,1,1
36,1,1,0,5,18,7,-1,0,3
44,2,1,2,8,698,1,-1,0,3
36,1,1,0,9,139,2,-1,0,3
44,1,0,0,1,318,2,-1,0,3
70,0,0,0,7,618,1,-1,0,3
48,2,0,0,1,243,6,-1,0,3
52,2,0,1,10,57,1,-1,0,3
34,1,1,2,8,169,2,-1,0,3
35,1,1,0,6,238,6,98,5,2
54,2,0,0,5,34,2,-1,0,3
47,1,0,0,1,49,2,-1,0,3
38,1,1,2,8,161,12,-1,0,3
41,1,0,0,1,438,2,-1,0,3
28,1,1,0,8,275,2,-1,0,3
58,1,0,1,3,150,2,205,6,0
59,1,0,1,9,273,2,-1,0,3
32,2,0,0,8,61,1,190,1,0
55,1,1,0,8,149,1,259,4,0
38,1,0,2,6,154,1,-1,0,3
40,0,0,1,5,201,5,-1,0,3
45,2,1,0,9,206,2,162,3,0
42,1,0,0,3,1013,1,-1,0,3
53,1,1,0,5,115,4,-1,0,3
32,1,0,0,1,226,9,-1,0,3
55,0,0,0,9,85,3,-1,0,3
54,3,0,0,9,74,1,152,1,2
46,1,0,0,1,115,1,-1,0,3
39,2,1,0,8,112,1,-1,0,3
36,2,0,0,5,190,1,-1,0,3
44,2,1,0,1,360,1,-1,0,3
28,2,1,0,1,419,5,91,7,2
36,1,1,2,8,160,1,-1,0,3
43,1,1,0,8,51,1,-1,0,3
25,1,1,2,8,504,3,-1,0,3
31,2,1,0,5,28,24,-1,0,3
60,2,0,0,3,128,2,-1,0,3
29,1,0,2,8,125,1,-1,0,3
46,1,1,0,8,122,2,338,8,1
31,2,0,0,1,284,2,-1,0,3
31,2,0,0,3,118,2,-1,0,3
45,3,1,2,8,204,3,-1,0,3
60,0,0,0,5,423,1,-1,0,3
50,1,0,0,6,152,2,89,2,2
34,2,1,0,0,243,2,153,1,0
33,1,1,0,8,74,1,351,1,0
57,0,1,2,8,38,3,-1,0,3
38,1,1,0,0,84,1,-1,0,3
42,2,1,2,8,31,1,-1,0,3
54,0,0,2,6,60,1,-1,0,3
46,3,0,2,6,152,3,-1,0,3
59,0,1,0,9,104,1,131,2,0
38,1,1,0,9,70,1,167,1,0
49,1,0,0,1,77,8,-1,0,3
49,2,0,0,5,123,1,-1,0,3
30,2,1,0,5,67,5,-1,0,3
52,0,0,0,5,193,6,-1,0,3
38,1,0,2,6,1291,3,-1,0,3
44,1,1,0,8,7,5,367,4,0
39,0,1,0,5,215,3,-1,0,3
38,1,0,2,8,63,2,-1,0,3
36,1,1,0,9,154,3,189,1,0
32,1,1,2,8,360,1,-1,0,3
57,1,1,2,6,145,8,-1,0,3
45,0,0,0,4,79,1,-1,0,3
43,2,1,0,8,131,1,-1,0,3
42,1,1,0,8,146,1,-1,0,3
